asset_key,display_name,source_title,source_kind,source_page_url,source_image_url,official_cdn_url,local_path,image_format,mime,width,height,bytes,sha256,duplicate_of,status,error
Emilie,Emilie,File:Emilie Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Emilie_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/b/b8/Emilie_Side_Icon.png/revision/latest?cb=20240806102441&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Emilie.png,Characters/Side/UI_AvatarIcon_Side_Emilie.png,PNG,image/png,128,128,14950,08f17ee1be17bd970b242662141eabb748130a5961810a481822f26893b47d98,,success,
Escoffier,Escoffier,File:Escoffier Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Escoffier_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/7/7e/Escoffier_Side_Icon.png/revision/latest?cb=20250507071621&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Escoffier.png,Characters/Side/UI_AvatarIcon_Side_Escoffier.png,PNG,image/png,128,128,17828,a522c94b11f1ab3168036ff3962547c8420523699cadcf12d72ea49db0a06607,,success,
Eula,Eula,File:Eula Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Eula_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Eula.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Eula.png,Characters/Side/UI_AvatarIcon_Side_Eula.png,PNG,image/png,128,128,17576,1f90835280f08e8733d173b924a6d3391c624ae3e49b22d10567de8e6bd95a05,,success,
Faruzan,Faruzan,File:Faruzan Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Faruzan_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Faruzan.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Faruzan.png,Characters/Side/UI_AvatarIcon_Side_Faruzan.png,PNG,image/png,128,128,19059,d08a377920ad4cfb830c511aeb8ec835123f04095eb039a054c5ae6caee6af33,,success,
Fischl,Fischl,File:Fischl Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Fischl_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Fischl.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Fischl.png,Characters/Side/UI_AvatarIcon_Side_Fischl.png,PNG,image/png,128,128,19226,3f244c4d100053af307630f672ff4a4cc951922ba9042a9d00d087f7ee80d74b,,success,
Flins,Flins,File:Flins Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Flins_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/5/5c/Flins_Side_Icon.png/revision/latest?cb=20250910175849&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Flins.png,Characters/Side/UI_AvatarIcon_Side_Flins.png,PNG,image/png,128,128,16163,c466fb68b93badcfa55b51cbc2a45292090f4054f2bd60af2e32ec43db5e2eab,,success,
Freminet,Freminet,File:Freminet Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Freminet_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/2/21/Freminet_Side_Icon.png/revision/latest?cb=20230905141233&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Freminet.png,Characters/Side/UI_AvatarIcon_Side_Freminet.png,PNG,image/png,128,128,13635,1692a44bd5d6979126d0cc784c92ae7c37dd83e92f8b4956a49e0aba00fcbdae,,success,
Furina,Furina,File:Furina Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Furina_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/0/0d/Furina_Side_Icon.png/revision/latest?cb=20231108031451&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Furina.png,Characters/Side/UI_AvatarIcon_Side_Furina.png,PNG,image/png,128,128,20723,79d4083b2131ef581d4a65476e24022af4060fefe9cb4a3a58d10f36b9d4da29,,success,
Gaming,Gaming,File:Gaming Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Gaming_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/d/d2/Gaming_Side_Icon.png/revision/latest?cb=20240131020457&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Gaming.png,Characters/Side/UI_AvatarIcon_Side_Gaming.png,PNG,image/png,128,128,13824,00407314ab931366275de642481f5bccaf336c14eb7d857d144566ca82af2c35,,success,
Ganyu,Ganyu,File:Ganyu Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Ganyu_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ganyu.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ganyu.png,Characters/Side/UI_AvatarIcon_Side_Ganyu.png,PNG,image/png,128,128,20843,c76713c68a31e4222b002bb2da4c64abd96d1c5d11dc6800f26ee30e820bcd76,,success,
Gorou,Gorou,File:Gorou Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Gorou_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Gorou.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Gorou.png,Characters/Side/UI_AvatarIcon_Side_Gorou.png,PNG,image/png,128,128,17455,74c993ea1b4b6d0d82ed2c94c81f095c6f5bfca4ebb33bedb744ebc616124990,,success,
Hutao,Hu Tao,File:Hu Tao Side Icon.png,official_cdn,https://genshin-impact.fandom.com/wiki/File:Hu_Tao_Side_Icon.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Hutao.png,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Hutao.png,Characters/Side/UI_AvatarIcon_Side_Hutao.png,PNG,image/png,128,128,35551,ffd96716a45ab5452d5c3fb76be5c34bdb583b6de7a237ee433b7b1d7995d1a7,,success,
Iansan,Iansan,File:Iansan Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Iansan_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/7/76/Iansan_Side_Icon.png/revision/latest?cb=20250326020811&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Iansan.png,Characters/Side/UI_AvatarIcon_Side_Iansan.png,PNG,image/png,128,128,16852,5d6a5bc8ba651e45820304b90d834b1c1a53a2976f7b57164c64134e8673cbf9,,success,
Ifa,Ifa,File:Ifa Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Ifa_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/8/85/Ifa_Side_Icon.png/revision/latest?cb=20250507055635&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ifa.png,Characters/Side/UI_AvatarIcon_Side_Ifa.png,PNG,image/png,128,128,16442,d04662ff6727928eaa54a1bffc937a23bbd6414be2b18cdff6c4aae1804e80f7,,success,
Illuga,Illuga,File:Illuga Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Illuga_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/a/a9/Illuga_Side_Icon.png/revision/latest?cb=20260114054051&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Illuga.png,Characters/Side/UI_AvatarIcon_Side_Illuga.png,PNG,image/png,128,128,12251,7d8d5aa8c2b074c71d21541bae8acd823c6ae7fd7d787ae2c51c0e51c1066be9,,success,
Ineffa,Ineffa,File:Ineffa Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Ineffa_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/6/67/Ineffa_Side_Icon.png/revision/latest?cb=20250730090609&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Ineffa.png,Characters/Side/UI_AvatarIcon_Side_Ineffa.png,PNG,image/png,128,128,16263,fe5677b98407dc3f535be785cb494354567a37eb9047ec4744e23c9411743198,,success,
Jahoda,Jahoda,File:Jahoda Side Icon.png,fandom_mirror,https://genshin-impact.fandom.com/wiki/File:Jahoda_Side_Icon.png,https://static.wikia.nocookie.net/gensin-impact/images/c/ce/Jahoda_Side_Icon.png/revision/latest?cb=20250911122138&format=original,https://upload-bbs.mihoyo.com/game_record/genshin/character_side_icon/UI_AvatarIcon_Side_Jahoda.png,Characters/Side/UI_AvatarIcon_Side_Jahoda.png,PNG,image/png,128,128,17073,d42dbcda77d82be3fd031bfc9a0fb0dc2eb0d81a0c18b8b7c89e061dc1cbd237,,success,
