category,display_name,official_id,source_page_url,source_image_url,local_path,image_format,mime,width,height,bytes,sha256,duplicate_of,status,error
character_avatar,哥伦比娅,9121,https://wiki.hoyolab.com/pc/genshin/entry/9121?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/13/80fa97679c8d1828fdd96c6aa9638632_4327573591148809640.png,Characters/哥伦比娅_9121.png,PNG,image/png,256,256,98670,bd22310bde257c57d5e0c311c8494eebc5ffd48b7fdcee10c230fd859e28072e,,success,
character_avatar,雅珂达,9018,https://wiki.hoyolab.com/pc/genshin/entry/9018?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/12/01/19708bac6eba4779a70908bf0bee70b1_1653339605275422455.png,Characters/雅珂达_9018.png,PNG,image/png,256,256,90901,543c81c8d3bfefeee2b68c742191a57df39efa0313c484cf00ca43bd02901419,,success,
character_avatar,杜林,9017,https://wiki.hoyolab.com/pc/genshin/entry/9017?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/11/28/e3e2b8fcbff2f2f3cdcec6bbf04efa84_3327367670955368711.png,Characters/杜林_9017.png,PNG,image/png,256,256,95723,0f8ecbd871ee6f520c9fac3b4321bfe63c038751191c6d93e59553c5e95b5eaa,,success,
character_avatar,奈芙尔,8894,https://wiki.hoyolab.com/pc/genshin/entry/8894?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/10/21/7557acebcb72b4d9912bcb0e6c92306a_3655566527985254987.png,Characters/奈芙尔_8894.png,PNG,image/png,256,256,92825,134c9cd3bda3673bd25a084ca226b1118e6139256f39ab2e8f255e530eb66e5d,,success,
character_avatar,菲林斯,8398,https://wiki.hoyolab.com/pc/genshin/entry/8398?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/26/4ac47a285a0abaada08f3216bdd22b0e_7846853832529267058.png,Characters/菲林斯_8398.png,PNG,image/png,256,256,89330,def7f88c3a469c39a8e331ccd85ea46011c1c66a525be4059f87c1901a21f3a4,,success,
character_avatar,爱诺,8397,https://wiki.hoyolab.com/pc/genshin/entry/8397?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/09/4e58c851d6c947865026faa168db83bd_3944254802105067377.png,Characters/爱诺_8397.png,PNG,image/png,256,256,92961,6d0d39fcddf05e7d79ab8225c6117369b951290b43b9d29d7049b93f797fd296,,success,
character_avatar,菈乌玛,8396,https://wiki.hoyolab.com/pc/genshin/entry/8396?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/08/b06e9ff48d57de4856f1a05b1199aae1_8565150401481594895.png,Characters/菈乌玛_8396.png,PNG,image/png,256,256,90284,dc59c234af27d6c387f968c06cbd40263bd34f30ac75bc6b2f045d9cad79c4df,,success,
character_avatar,伊涅芙,7852,https://wiki.hoyolab.com/pc/genshin/entry/7852?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/07/28/7c221918444852e9a3c2ad609ccacea2_8687518447126752117.png,Characters/伊涅芙_7852.png,PNG,image/png,256,256,86409,4fc924b7a1852c4a96486f8792ecbed8b903d6067dcb070637926b621b71c38b,,success,
character_avatar,塔利雅,7707,https://wiki.hoyolab.com/pc/genshin/entry/7707?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/06/16/255dedc5048565aec2c5af510c6f74a5_7726536808309970424.png,Characters/塔利雅_7707.png,PNG,image/png,256,256,76296,46f6aa0f7b17242cd973bf027e71c71a04d4de5df89aeae61dad8b9e67f34bfb,,success,
character_avatar,丝柯克,7706,https://wiki.hoyolab.com/pc/genshin/entry/7706?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/06/16/48dba0c10560a3ef573f17d97408b5a0_2527001828446746987.png,Characters/丝柯克_7706.png,PNG,image/png,256,256,96254,d93cbe0bb923cd197a99a582de5728e84abeb17ca306fffadd16fd4fb3f6c828,,success,
character_avatar,伊法,7627,https://wiki.hoyolab.com/pc/genshin/entry/7627?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/04/30/ce693d1e36aef5936b2d2db006605fc4_9036718103340803450.png,Characters/伊法_7627.png,PNG,image/png,256,256,96437,17b4931649dad29602bcf4017bdc78a4c927e9fbff15d72cd3585755abfbd096,,success,
character_avatar,爱可菲,7624,https://wiki.hoyolab.com/pc/genshin/entry/7624?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/04/30/ddbc128157d69479f61747f0918f9e72_2470321636402108639.png,Characters/爱可菲_7624.png,PNG,image/png,256,256,95532,20fd7e43a73dbfa472f36f8a5a9b913efe7e707f0f2acdec25f3264ce28b6921,,success,
character_avatar,伊安珊,7502,https://wiki.hoyolab.com/pc/genshin/entry/7502?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/03/25/dd9a200a86b792fb1b73ef1ee7de0911_2097378734184941134.png,Characters/伊安珊_7502.png,PNG,image/png,256,256,87930,be1e301a0aaaa5b93acc59e52c2a10434e8ca87eb80d4470b93ee1e6e2e162ab,,success,
character_avatar,瓦雷莎,7488,https://wiki.hoyolab.com/pc/genshin/entry/7488?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/03/25/a54efe1bb7e82a589b9af44683a696ca_8635138146175164187.png,Characters/瓦雷莎_7488.png,PNG,image/png,256,256,115278,167d9a6c15c394ceb8f978b25c95ee9fbff792c1a2332d05d73be30bb99f3527,,success,
character_avatar,梦见月瑞希,7420,https://wiki.hoyolab.com/pc/genshin/entry/7420?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/02/08/11662c12fb353d88bd2b20a2726c9f1c_8013472600677983943.png,Characters/梦见月瑞希_7420.png,PNG,image/png,256,256,110439,9d6cd4802bec363a1670f67686668ba66211b42220bc23e14e46429d742dcb6e,,success,
character_avatar,旅行者（火）,7306,https://wiki.hoyolab.com/pc/genshin/entry/7306?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2025/01/05/157749474/75bb898fe1c3b4ed29a2931829ddb845_998097527747088629.png,Characters/旅行者（火）_7306.png,PNG,image/png,501,501,377644,beb836396ea5fd8c34de90d05cd51e8fc8f59135a165f73cab1e95ace9c811bf,,success,
character_avatar,蓝砚,7301,https://wiki.hoyolab.com/pc/genshin/entry/7301?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/01/17/02a299cec38b4ef4f21952c37a624258_5744396397316809821.png,Characters/蓝砚_7301.png,PNG,image/png,256,256,92230,fbd04d7036826069564d41edfb493d2ba0981afb4ff05708b3708dbf3d119c65,,success,
character_avatar,茜特菈莉,7300,https://wiki.hoyolab.com/pc/genshin/entry/7300?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/12/27/c4ab2530bb8bbe3c0e811684f97ec124_6688582217610741079.png,Characters/茜特菈莉_7300.png,PNG,image/png,256,256,100722,e83fc7fd9f4200d6d43fe7cbbdc918a942e900f7b8f1f40e46ae84a1e0a2aaca,,success,
character_avatar,玛薇卡,7299,https://wiki.hoyolab.com/pc/genshin/entry/7299?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/12/30/2f098b1f15854fd9dafc54998795a59e_864981592196815761.png,Characters/玛薇卡_7299.png,PNG,image/png,256,256,113188,2997c2cca73ab9aa0cad9e232f1579ae22af4387b3c77eb416b392922c0ad99e,,success,
character_avatar,恰斯卡,7080,https://wiki.hoyolab.com/pc/genshin/entry/7080?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/11/18/abe1192cc7aad45f6b273478dd5fa88a_4799372826012752249.png,Characters/恰斯卡_7080.png,PNG,image/png,256,256,126521,19bddaea1337aafae7a0909372f9bea5e8fdfc922424b656658deaaec8fcbc3c,,success,
character_avatar,欧洛伦,7079,https://wiki.hoyolab.com/pc/genshin/entry/7079?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/11/18/e4830690f8b6a1ebb02cfbc8ce955671_8091252479018770784.png,Characters/欧洛伦_7079.png,PNG,image/png,256,256,115283,06da65f450f282eedb7972bf243e0b913656b89cc3a6f25dd895ad13bc5df046,,success,
character_avatar,希诺宁,6924,https://wiki.hoyolab.com/pc/genshin/entry/6924?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/09/25/b07074c2b9040516fd240b6b8d65c011_2487211347344319683.png,Characters/希诺宁_6924.png,PNG,image/png,256,256,117269,fe6058b88037265f46b18b703da008910b6278a8a1533e73c6d7374e25fc2ffe,,success,
character_avatar,玛拉妮,6319,https://wiki.hoyolab.com/pc/genshin/entry/6319?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/08/26/f4c75caad42923eb91ee760aa2eb473a_7439123622315070718.png,Characters/玛拉妮_6319.png,PNG,image/png,256,256,86995,6bec3b301975382cecca8461a3d32f7b2e95905fba17db35400dbf4866a61276,,success,
character_avatar,卡齐娜,6318,https://wiki.hoyolab.com/pc/genshin/entry/6318?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/08/23/26925adb1092d29c8afdf46d92fad8bd_343637410022641529.png,Characters/卡齐娜_6318.png,PNG,image/png,256,256,101778,5a3a5c4f45006faa3776ed2c9283a6c9ea0d34684b37c8a93ad15fd3581509a6,,success,
character_avatar,基尼奇,6317,https://wiki.hoyolab.com/pc/genshin/entry/6317?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/09/12/0099e74b4d0c919f6feab4bade3ab748_5795733017114624391.png,Characters/基尼奇_6317.png,PNG,image/png,256,256,86424,f1932b438c9079a47a2f00b4f8d05767f70445274b20889e6b4bec8d3a08c8ad,,success,
character_avatar,艾梅莉埃,5714,https://wiki.hoyolab.com/pc/genshin/entry/5714?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/07/31/87ad30965e0c1b45364fdccc51b3429d_6108610286145583716.png,Characters/艾梅莉埃_5714.png,PNG,image/png,256,256,110429,519d73fb0c1e7114526e7084c608170e4f1916af306b69df57f9b89f26c8c184,,success,
character_avatar,赛索斯,5598,https://wiki.hoyolab.com/pc/genshin/entry/5598?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/05/30/cdb7abfcb86138e5b618946a5466d442_2702695812908100899.png,Characters/赛索斯_5598.png,PNG,image/png,256,256,93205,d3e779551e7a4b18a7df8f0124a41d1d6240c17f57d924c5534259f8b7614c70,,success,
character_avatar,希格雯,5597,https://wiki.hoyolab.com/pc/genshin/entry/5597?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/06/21/2d607aa4d729030ea04f79919257e311_5566730974573110495.png,Characters/希格雯_5597.png,PNG,image/png,256,256,101157,8ef32b4904c4263544d3683a0f4907b119bd6ebaee737667c2885aad262cf572,,success,
character_avatar,克洛琳德,5596,https://wiki.hoyolab.com/pc/genshin/entry/5596?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2024/05/29/770a66030815971c697ab81bc5436329_8660717987969952036.png,Characters/克洛琳德_5596.png,PNG,image/png,256,256,102162,d0de8e1e514a878dc45ff26645a4a111f677f00611b667b8aa92a0ee828bfdf7,,success,
character_avatar,阿蕾奇诺,5149,https://wiki.hoyolab.com/pc/genshin/entry/5149?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/04/22/288375639/672e65470bfd14b664596c2a7f7eaaf8_5412838098707901077.png,Characters/阿蕾奇诺_5149.png,PNG,image/png,256,256,138238,de0a6c262fb409527ce3fa85494804172e30ad6e7271d783d836cc18d39f944e,,success,
character_avatar,千织,4946,https://wiki.hoyolab.com/pc/genshin/entry/4946?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/03/13/327628065/5470f90694af13476e49be7b8346e2b1_6630102441704406313.png,Characters/千织_4946.png,PNG,image/png,256,256,91250,6a4ed991e8d43e30f7209b70be711c82458617a0ca955e733e0358075d02f71a,,success,
character_avatar,嘉明,4775,https://wiki.hoyolab.com/pc/genshin/entry/4775?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/01/30/157749474/b041ad23a9d6245efac952a9379c5114_6463987289993541938.png,Characters/嘉明_4775.png,PNG,image/png,256,256,87300,c1677779ff382554674637d14c508b241112adc32d72595c5148ad139460f30d,,success,
character_avatar,闲云,4774,https://wiki.hoyolab.com/pc/genshin/entry/4774?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/01/30/157749474/2c2be27f8876e9435ab8c8b933b8408c_1095051365963510492.png,Characters/闲云_4774.png,PNG,image/png,256,256,91963,5250cd226cec610588e0cc23e79473403abc3e684a7bf1f71ff012339a93119d,,success,
character_avatar,夏沃蕾,4577,https://wiki.hoyolab.com/pc/genshin/entry/4577?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2024/01/05/157749474/a846729f31f16a987a8696466ebabcc0_1362461991746678705.png,Characters/夏沃蕾_4577.png,PNG,image/png,256,256,101222,e03666f005b0b87bbcc002634a3320d311c2add2a52b840985bdcd97771811ed,,success,
character_avatar,娜维娅,4576,https://wiki.hoyolab.com/pc/genshin/entry/4576?lang=zh-cn,https://act-upload.hoyoverse.com/event-ugc-hoyowiki/2023/12/18/157749474/3fc7580c01a9e622692402889706c4db_5947318585221804911.png,Characters/娜维娅_4576.png,PNG,image/png,256,256,123962,1f316221a2fb0fb8ce4118fb63adb1a537d2e00dd0cdf0b1bd20299dc1379217,,success,
character_avatar,夏洛蒂,4377,https://wiki.hoyolab.com/pc/genshin/entry/4377?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/11/10/82021897/7bbbff3f35661a93b5091b1f17fae6c0_2019382018674186744.png,Characters/夏洛蒂_4377.png,PNG,image/png,256,256,91544,427adb8a20094eb1de339a438d9433f4a5846a7231aa917df42f5b41faafce98,,success,
character_avatar,芙宁娜,4376,https://wiki.hoyolab.com/pc/genshin/entry/4376?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/11/08/82021897/263e5ea0784d182b393f67a7e24146a5_6981067474733565531.png,Characters/芙宁娜_4376.png,PNG,image/png,256,256,105330,21e63beccfa7312dc79d1fbded715eb70d018a6bcf7c9600a2c4c3225054875b,,success,
character_avatar,那维莱特,4023,https://wiki.hoyolab.com/pc/genshin/entry/4023?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/09/26/82021897/0513aa7f482dbb4778545d02f94956fe_1047429983773179553.png,Characters/那维莱特_4023.png,PNG,image/png,256,256,96903,3a429e2a370b70d0e6df05f17f2a58f5f62b05aceb47b7dfa294da93e6c5c745,,success,
character_avatar,莱欧斯利,4022,https://wiki.hoyolab.com/pc/genshin/entry/4022?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/10/18/88072335/31a0eb2dec5d69ca8dd7616572136b8b_5109482345216622141.png,Characters/莱欧斯利_4022.png,PNG,image/png,256,256,90527,c16eb70d63387cdeb40dd9bf09476c20e3e61b0d45ca5f36ce06399d4c9c4c74,,success,
character_avatar,旅行者（水）,3997,https://wiki.hoyolab.com/pc/genshin/entry/3997?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/08/18/88072335/75bb898fe1c3b4ed29a2931829ddb845_3211711593913715439.png,Characters/旅行者（水）_3997.png,PNG,image/png,501,501,377644,beb836396ea5fd8c34de90d05cd51e8fc8f59135a165f73cab1e95ace9c811bf,Characters/旅行者（火）_7306.png,success,
character_avatar,菲米尼,3964,https://wiki.hoyolab.com/pc/genshin/entry/3964?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/09/06/88072335/8e44111a378f4e5379b8e7444e8c2daa_1353282180327041570.png,Characters/菲米尼_3964.png,PNG,image/png,256,256,87627,e96c220326c70016220d9e4cfed298363378762ca66d44024493a8f27c8b4355,,success,
character_avatar,林尼,3963,https://wiki.hoyolab.com/pc/genshin/entry/3963?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/08/16/47826599/e343d4442cc3b8e243f0d528bb715f75_405136286334844173.png,Characters/林尼_3963.png,PNG,image/png,256,256,81399,abf5008949d93017fbed8d07a36f3ad0c8aa357db4b90804bd107e0113b8cc59,,success,
character_avatar,琳妮特,3962,https://wiki.hoyolab.com/pc/genshin/entry/3962?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/08/16/47826599/436e6f2b9b9006bfe511a98093259daf_7341100649284369969.png,Characters/琳妮特_3962.png,PNG,image/png,256,256,88083,f7e3e4c243d31c320d87533c110b617969e72b6d671900a12b89f9cee365f708,,success,
character_avatar,绮良良,3719,https://wiki.hoyolab.com/pc/genshin/entry/3719?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/05/23/47826599/d1699810632f8c3bc8c1e8c8beb8250f_2564441580954160240.png,Characters/绮良良_3719.png,PNG,image/png,256,256,101819,c0dd6d9aee2ac3515fbc20a08a20fdea19ed27cf0e7b8777d0f147fa123985d0,,success,
character_avatar,白术,3609,https://wiki.hoyolab.com/pc/genshin/entry/3609?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/05/01/47826599/05599650d7f42e1c4adde373de6b297d_4873662825334979880.png,Characters/白术_3609.png,PNG,image/png,256,256,93986,96808934b940a5767f7fc22871c0e62b902518866c571817291bd01ffebb979e,,success,
character_avatar,卡维,3608,https://wiki.hoyolab.com/pc/genshin/entry/3608?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/05/01/47826599/2270aba02b92034d7d76b4426be8f53b_3150066710540343521.png,Characters/卡维_3608.png,PNG,image/png,256,256,96344,1d50b4ef778ede39802f47218f854bf92ed116d1503d706719cca90ace53d5b6,,success,
character_avatar,迪希雅,3463,https://wiki.hoyolab.com/pc/genshin/entry/3463?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/02/27/47826599/65b22311e1e38ffa45a4928d4005ecee_4020951604018642842.png,Characters/迪希雅_3463.png,PNG,image/png,256,256,98262,63d8a8e5f9f20421eda3dafaedc62d2b9d7fe2d8e76180070d5140a52fd0d26d,,success,
character_avatar,米卡,3462,https://wiki.hoyolab.com/pc/genshin/entry/3462?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/03/20/47826599/da13e3b1a2c6c0e5892b201cec735f9b_1268190137665516330.png,Characters/米卡_3462.png,PNG,image/png,256,256,90818,48c7ba68490283074d2fd2070e47e4688235fa0bf0d69884cb94e233bfcc1cd0,,success,
character_avatar,艾尔海森,3336,https://wiki.hoyolab.com/pc/genshin/entry/3336?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/01/17/47826599/25249dd20b86c775fb35bdbbd805d9ec_8728328065423189518.png,Characters/艾尔海森_3336.png,PNG,image/png,256,256,95332,577ff5e3b916b4b27aa758bba626b4ea2e8c6f648f736d176842112fde0fce34,,success,
character_avatar,瑶瑶,3335,https://wiki.hoyolab.com/pc/genshin/entry/3335?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2023/01/18/47826599/5bc9df1fb67391e4c8080da3d855de53_1068083666965189960.png,Characters/瑶瑶_3335.png,PNG,image/png,256,256,96452,ae5313aeb960dbc6d45405bd96db86533d1de15cb0e8a935b0e3e079c9e83285,,success,
character_avatar,流浪者,2968,https://wiki.hoyolab.com/pc/genshin/entry/2968?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/12/06/36540823/24d97a22be742fb732ea96f625d1faac_8403570345904252714.png,Characters/流浪者_2968.png,PNG,image/png,256,256,88179,108c3ec5128ea25f8bbab7ac49824e0aa509af0e83b569e327c3ac26eb014e4d,,success,
character_avatar,珐露珊,2967,https://wiki.hoyolab.com/pc/genshin/entry/2967?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/12/06/47826599/38c12ab46678a4008f83a0e46c900ef5_8882167319536551047.png,Characters/珐露珊_2967.png,PNG,image/png,256,256,101334,20974bdc74323e2050e117b174b31149cbd0bb14038144c2723b32f99d57e102,,success,
character_avatar,莱依拉,2859,https://wiki.hoyolab.com/pc/genshin/entry/2859?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/11/01/47826599/48a495acadaf37f12d0a7f653d85bd83_2737945499491086468.png,Characters/莱依拉_2859.png,PNG,image/png,256,256,89304,281a53495dc20c3b70597e7bd97afc409b5385e5e2f30e21fda807730fdf84ae,,success,
character_avatar,纳西妲,2850,https://wiki.hoyolab.com/pc/genshin/entry/2850?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/11/01/47826599/f29490bddc56b4a6773b6c5003bbb853_9178865138637843993.png,Characters/纳西妲_2850.png,PNG,image/png,256,256,117770,923a834c8bdf412adf6005bedcd7293dcd3ff0bb1afdd93075e9cb64d096316a,,success,
character_avatar,坎蒂丝,2815,https://wiki.hoyolab.com/pc/genshin/entry/2815?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/09/28/47826599/2f43da4ece9eabfbde6ec2fcc81b3bff_2875120016696416193.png,Characters/坎蒂丝_2815.png,PNG,image/png,256,256,90298,d06ac69bfd75c2be2e4faa2289a0f67b358302143cbbaaba52b5bfa18307fd0b,,success,
character_avatar,赛诺,2813,https://wiki.hoyolab.com/pc/genshin/entry/2813?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/09/27/47826599/e09e2bda5e022611fad0dea1bb6518bb_1417979140564899210.png,Characters/赛诺_2813.png,PNG,image/png,256,256,91429,b7917fe0161b9880f781f5770efbd05d82dfee487a70529b4cf95e55003c4c3f,,success,
character_avatar,妮露,2812,https://wiki.hoyolab.com/pc/genshin/entry/2812?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/10/09/36540823/586d726f9ebda3506c78beaaa41f13b6_4307521711219397209.png,Characters/妮露_2812.png,PNG,image/png,256,256,101508,e366910045ddd2447e90f92108fc5e30c22de53e970005bd6a8c278cd42952c4,,success,
character_avatar,旅行者（草）,2674,https://wiki.hoyolab.com/pc/genshin/entry/2674?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/08/23/169177528/04f769b0b1671b5ffbbafefd7286b4b2_8705989835434741194.png,Characters/旅行者（草）_2674.png,PNG,image/png,501,501,393502,2563b1aa9af2fe9053362f5832223360ab359d8a98e71da04276725fac11de7d,,success,
character_avatar,多莉,2269,https://wiki.hoyolab.com/pc/genshin/entry/2269?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/08/24/47826599/6539bea71efd0f839db897cfc4094362_6098603835101164577.png,Characters/多莉_2269.png,PNG,image/png,256,256,105298,95924556fd08f104e43951291687c9711fa11b2c227f94657892ba8a9ca04edf,,success,
character_avatar,柯莱,2268,https://wiki.hoyolab.com/pc/genshin/entry/2268?lang=zh-cn,https://upload-static.hoyoverse.com/hoyolab-wiki/2022/08/24/47826599/37a18b6b6865c59063003a9380f08225_1063887604480584973.png,Characters/柯莱_2268.png,PNG,image/png,256,256,93812,a6d80e066529bfaf68e10333e73fdcc65ec85fca680aca276f60729c423bc54c,,success,
