"category","weapon_type","artifact_set","display_name","part","official_id","source_page_url","source_image_url","local_path","image_format","mime","width","height","bytes","sha256","duplicate_of","status","error"
"Weapon","Sword","","星锋剑","","11211","https://wiki.hoyolab.com/pc/genshin/entry/11211?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/96a75037a498b9fcf07ff550696d517f_2887877366037905855.png","Weapons/Sword/星锋剑_11211.png","png","image/png","256","256","33617","26e31e55d6c7ffc8ed83925802d656f87e2bb5deff9aacfac2c873c77701e24e","","success",""
"Weapon","Sword","","白湖冬羽","","11210","https://wiki.hoyolab.com/pc/genshin/entry/11210?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/5e3d91936ed4facfebc5f4f8c2ba4cde_1995425813023287621.png","Weapons/Sword/白湖冬羽_11210.png","png","image/png","256","256","38055","90860b23cff8843572abdb0ef1b566683697b6771a2164894542c8a2125a2d52","","success",""
"Weapon","Claymore","","超越之匙","","10949","https://wiki.hoyolab.com/pc/genshin/entry/10949?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/06/25/a2c59d52525cd3b23ba5dfc0e2ca0e40_8273039777765971978.png","Weapons/Claymore/超越之匙_10949.png","png","image/png","256","256","43146","7259c71e8cd0a4ab2940ab742647f1da3f8ec9b655a94d3f6b1c8a08b02a46ca","","success",""
"Weapon","Polearm","","灾悔","","10758","https://wiki.hoyolab.com/pc/genshin/entry/10758?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/173531aa00de724260fb5c8ce21ce625_742789739843295350.png","Weapons/Polearm/灾悔_10758.png","png","image/png","256","256","34373","f654e6380a9fe7bded3ec26b1e516da35e3c058c16e0563b2f16c6ab40402b12","","success",""
"Weapon","Catalyst","","尘光七谕","","10757","https://wiki.hoyolab.com/pc/genshin/entry/10757?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/35faadca59d9ed40b7c448a1e628bcdc_4873659369821393193.png","Weapons/Catalyst/尘光七谕_10757.png","png","image/png","256","256","74883","44a237b353107140e293871bc8a15b477692265bd3b041ff050f15ba1cf402ae","","success",""
"Weapon","Bow","","霜结的誓金枝","","10547","https://wiki.hoyolab.com/pc/genshin/entry/10547?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/04/03/56dfea855cb96781fc3fa4409463e523_641344848709162695.png","Weapons/Bow/霜结的誓金枝_10547.png","png","image/png","256","256","45434","5eea6bbf99121d7011077b1a9f56c1cd09282fa68dafb3d24fd59f28b8252e2c","","success",""
"Weapon","Claymore","","狼的武功歌","","9456","https://wiki.hoyolab.com/pc/genshin/entry/9456?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/02/09/69a9c4711061f96f155bbe236d1ac188_2915183031167827788.png","Weapons/Claymore/狼的武功歌_9456.png","png","image/png","256","256","63948","ad0178a9eae06d951a179b71b2f95c81ebfd35f40773cc16f271b969137afbf0","","success",""
"Weapon","Catalyst","","帷间夜曲","","9250","https://wiki.hoyolab.com/pc/genshin/entry/9250?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/07/670440ccb460f5f58e014c68ad569d78_7754520756837248808.png","Weapons/Catalyst/帷间夜曲_9250.png","png","image/png","256","256","63704","a9cd6bb7bd31542c916240ac2961c5cdcc51bc3aea55e76b8a8a441bf73f410a","","success",""
"Weapon","Sword","","朏魄含光","","9249","https://wiki.hoyolab.com/pc/genshin/entry/9249?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/07/5df9a7e1f45c7967eb263a37362c76d9_5509634125074303398.png","Weapons/Sword/朏魄含光_9249.png","png","image/png","256","256","38747","59c672426cad63d617bf02d8da6f9aa898c03d6198131694a9d8655fd8409b42","","success",""
"Weapon","Bow","","黎明破晓之史","","9047","https://wiki.hoyolab.com/pc/genshin/entry/9047?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/11/25/888f15859930696bb17aeb61f35fa340_139096456278287885.png","Weapons/Bow/黎明破晓之史_9047.png","png","image/png","256","256","54599","7463441c256b796ac1dda06b84d8badf2c19df3237f9cd78f5cba25be8996e44","","success",""
"Weapon","Bow","","虹蛇的雨弦","","9046","https://wiki.hoyolab.com/pc/genshin/entry/9046?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/11/25/d9cb6d60dadf1e2238bcad97ba61afca_2753787926355500061.png","Weapons/Bow/虹蛇的雨弦_9046.png","png","image/png","256","256","40190","e5a04c3a54c47d7971e1920434bc8d7723788b22f6f35142c7c71607c4da1f8a","","success",""
"Weapon","Sword","","黑蚀","","9045","https://wiki.hoyolab.com/pc/genshin/entry/9045?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/11/25/69991219a3eab8162a67513d013e6ef0_6929917729223804184.png","Weapons/Sword/黑蚀_9045.png","png","image/png","256","256","38288","b98c695f1108ff9049a01aeeeeada9b3f6ae6bbc415448e2e9c7e7b8ee41019a","","success",""
"Weapon","Catalyst","","真语秘匣","","8991","https://wiki.hoyolab.com/pc/genshin/entry/8991?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/10/20/a81d9e6d6b35935cfa6027c1d74d70c8_5519387986125030469.png","Weapons/Catalyst/真语秘匣_8991.png","png","image/png","256","256","49346","cc6bc7bc36f8285583f0f3530cd1ec5289d6c802824275c18636d425a2ff88cd","","success",""
"Weapon","Catalyst","","霜辰","","8990","https://wiki.hoyolab.com/pc/genshin/entry/8990?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/10/20/f71e542de2ae1c6c9a936eceb667f733_3168622620827067279.png","Weapons/Catalyst/霜辰_8990.png","png","image/png","256","256","44269","6a16e62a8d6318e52af2fa0c2c983ba1105fa85f0e1979dfd5ff91e7f637952a","","success",""
"Weapon","Polearm","","圣祭者的辉杖","","8989","https://wiki.hoyolab.com/pc/genshin/entry/8989?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/10/20/42b605f34cfce0b70d437d0673c847fd_3003547681809154152.png","Weapons/Polearm/圣祭者的辉杖_8989.png","png","image/png","256","256","26866","d74c751df821d5b43ba8f8f797b492b8bb3dbd97e2af36f7f28ec59e963e95cc","","success",""
"Weapon","Polearm","","血染荒城","","8838","https://wiki.hoyolab.com/pc/genshin/entry/8838?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/01/f842bb3bf454987301dd1bedd3be0c06_372682473601768051.png","Weapons/Polearm/血染荒城_8838.png","png","image/png","256","256","37342","a60f9b7de1bc768600556afc252d6363e34c93b95d06585f7809e3dc7161bf2b","","success",""
"Weapon","Catalyst","","天光的纺琴","","8837","https://wiki.hoyolab.com/pc/genshin/entry/8837?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/01/139e8ec2c68957b44a0f217b3859bb82_2114353354330070345.png","Weapons/Catalyst/天光的纺琴_8837.png","png","image/png","256","256","48478","3feff360edf3a1787b8da0029961552d62bdbe7f333bf858cbbe3b6eae469e74","","success",""
"Weapon","Catalyst","","纺夜天镜","","8836","https://wiki.hoyolab.com/pc/genshin/entry/8836?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/01/d28b849e0abef976114ea7ecef92960e_4616051474368823347.png","Weapons/Catalyst/纺夜天镜_8836.png","png","image/png","256","256","66814","60eb7026fa56191886a39d5061b01229ea4dee8893e323bee16411e1bf090f7d","","success",""
"Weapon","Bow","","罗网勾针","","8835","https://wiki.hoyolab.com/pc/genshin/entry/8835?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/01/794f286cd49e6beb026d4729d6a0e491_2738340196396279380.png","Weapons/Bow/罗网勾针_8835.png","png","image/png","256","256","42471","c949519f59ecd29a4464338b78368159775dbf346e9f3518da096979d908aa20","","success",""
"Weapon","Catalyst","","乌髓孑灯","","8517","https://wiki.hoyolab.com/pc/genshin/entry/8517?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/01/fca1d073841a27aa921fb0cdadcc1814_4456705496709264629.png","Weapons/Catalyst/乌髓孑灯_8517.png","png","image/png","256","256","54535","e74fb192c0ee6c8f118ccf73f0bf31bf8e91b938f864aa31be664f8019b0cf17","","success",""
"Artifact","","炉火融炼之心","炉火融炼之心","Flower","11223","https://wiki.hoyolab.com/pc/genshin/entry/11223?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/e7fc2ec7ed140d268c1c7959da1b86e1_6272741195969414047.png","Artifacts/炉火融炼之心_11223/Flower/炉火融炼之心_Flower_11223.png","png","image/png","256","256","55719","0b17800da402fcdcdb000833a89dec89cf126503dcc9049c98f20d1c17670499","","success",""
"Artifact","","炉火融炼之心","炉火融炼之心","Plume","11223","https://wiki.hoyolab.com/pc/genshin/entry/11223?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/d7bf6cb7fe1de3f1938373c3ba8f1a5f_8303749076826311938.png","Artifacts/炉火融炼之心_11223/Plume/炉火融炼之心_Plume_11223.png","png","image/png","256","256","59751","3b93d424ab5cce639c936efc4a4e2d1ccaf66a5b4bfa0d39ed089d2bd3438b31","","success",""
"Artifact","","炉火融炼之心","炉火融炼之心","Sands","11223","https://wiki.hoyolab.com/pc/genshin/entry/11223?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/84ba5cd84016c12eafad99c7f14192c0_126861292695265381.png","Artifacts/炉火融炼之心_11223/Sands/炉火融炼之心_Sands_11223.png","png","image/png","256","256","55075","76dac5739d41ed8f1d706324fd028ae122cedfa789dfde712376339e5abce29c","","success",""
"Artifact","","炉火融炼之心","炉火融炼之心","Goblet","11223","https://wiki.hoyolab.com/pc/genshin/entry/11223?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/366d788f0d94c94a8c735d9306789381_819356584480849524.png","Artifacts/炉火融炼之心_11223/Goblet/炉火融炼之心_Goblet_11223.png","png","image/png","256","256","39342","a53a5f09033fe6d4df17c40aff644fec7404908e606df552b0844b1b5b66e905","","success",""
"Artifact","","炉火融炼之心","炉火融炼之心","Circlet","11223","https://wiki.hoyolab.com/pc/genshin/entry/11223?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/6873e88d366126d8d394923a44797fb3_3351446397282260132.png","Artifacts/炉火融炼之心_11223/Circlet/炉火融炼之心_Circlet_11223.png","png","image/png","256","256","67091","ec00921690019616de3a016ff65ad2ff410c3ead37ea6e89c82c2f0486cea4e3","","success",""
"Artifact","","血红之证","血红之证","Flower","11222","https://wiki.hoyolab.com/pc/genshin/entry/11222?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/a15fd091d52a63adc31630340f6d802c_6622203993431971774.png","Artifacts/血红之证_11222/Flower/血红之证_Flower_11222.png","png","image/png","256","256","58939","c022bc99cd57c45b55ecb29449cb622acffcfddf77679ba01630daecbf1b9aa6","","success",""
"Artifact","","血红之证","血红之证","Plume","11222","https://wiki.hoyolab.com/pc/genshin/entry/11222?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/cc2f877154130fb0d5d28b5fdcdce606_5952674370688612300.png","Artifacts/血红之证_11222/Plume/血红之证_Plume_11222.png","png","image/png","256","256","64075","9e4c0f735a3df45829ac6ecea0889c72c6e4113dd5b4b51ffeff71db0392b310","","success",""
"Artifact","","血红之证","血红之证","Sands","11222","https://wiki.hoyolab.com/pc/genshin/entry/11222?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/9e4fe1f669a5e9eb6ed34f2e11c9254d_3376435841621887173.png","Artifacts/血红之证_11222/Sands/血红之证_Sands_11222.png","png","image/png","256","256","59661","2256348763d9aa613b08731ecd7d87a3dc35b9b84df19179f74da68e31496847","","success",""
"Artifact","","血红之证","血红之证","Goblet","11222","https://wiki.hoyolab.com/pc/genshin/entry/11222?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/e6b2a75e5f734ab7ac6736a576f8969e_6168832284081545973.png","Artifacts/血红之证_11222/Goblet/血红之证_Goblet_11222.png","png","image/png","256","256","47392","e764efa6be7da0f2a224b0bdfd89ff6d66716e842e4ddbedf5a22bd0be30889c","","success",""
"Artifact","","血红之证","血红之证","Circlet","11222","https://wiki.hoyolab.com/pc/genshin/entry/11222?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/03/56b6e287769e50a96c62b4f403b242e5_2116191387326095566.png","Artifacts/血红之证_11222/Circlet/血红之证_Circlet_11222.png","png","image/png","256","256","66168","2caa6871586268f72c3d9bd008821ffa3ad0f84169e5d8fa0baf2a8bfa0f9c76","","success",""
"Artifact","","影中沉凝的幻灭","影中沉凝的幻灭","Flower","10760","https://wiki.hoyolab.com/pc/genshin/entry/10760?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/df16bd2dcd5f5f0582a3f8423de89884_246042224874063702.png","Artifacts/影中沉凝的幻灭_10760/Flower/影中沉凝的幻灭_Flower_10760.png","png","image/png","256","256","58143","067f75464245933883db85d237016c52497ee142281a583d48687aea4c980b08","","success",""
"Artifact","","影中沉凝的幻灭","影中沉凝的幻灭","Plume","10760","https://wiki.hoyolab.com/pc/genshin/entry/10760?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/186ed0ccb206788d4832b848bdb91624_1196226685770777941.png","Artifacts/影中沉凝的幻灭_10760/Plume/影中沉凝的幻灭_Plume_10760.png","png","image/png","256","256","61523","7a510563966960ca756dfc7c7467b4b0278fd641bfc12c27d99fc22ea9497b4b","","success",""
"Artifact","","影中沉凝的幻灭","影中沉凝的幻灭","Sands","10760","https://wiki.hoyolab.com/pc/genshin/entry/10760?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/279668837734bed41e3963e8207ab4b1_2347963908422382260.png","Artifacts/影中沉凝的幻灭_10760/Sands/影中沉凝的幻灭_Sands_10760.png","png","image/png","256","256","71945","7eab0fb9084c5c9e23bf6ede192c2ba9cf1d9d6548a14e44788a546ba6a5946a","","success",""
"Artifact","","影中沉凝的幻灭","影中沉凝的幻灭","Goblet","10760","https://wiki.hoyolab.com/pc/genshin/entry/10760?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/2e311abfb4fa96194a5420137b7262bf_8775615034839082974.png","Artifacts/影中沉凝的幻灭_10760/Goblet/影中沉凝的幻灭_Goblet_10760.png","png","image/png","256","256","51717","b38701be16d3da8b5ebd7139923e65083cdaf262127f43d40b3649dee0a94b2c","","success",""
"Artifact","","影中沉凝的幻灭","影中沉凝的幻灭","Circlet","10760","https://wiki.hoyolab.com/pc/genshin/entry/10760?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/95a4e544a3ee250e6b7551f4857196cc_872029035811212154.png","Artifacts/影中沉凝的幻灭_10760/Circlet/影中沉凝的幻灭_Circlet_10760.png","png","image/png","256","256","64835","680ad2992925cb2a1b84d2ca937263907970885c13c81de29cb5e201bf92f22d","","success",""
"Artifact","","天之美赐","天之美赐","Flower","10759","https://wiki.hoyolab.com/pc/genshin/entry/10759?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/068c3628cf202e98800d865db61044fa_8294755309243183413.png","Artifacts/天之美赐_10759/Flower/天之美赐_Flower_10759.png","png","image/png","256","256","61199","3e7092b7d5f3ca44b72bee4ee7e4750cb3ec8e0fb77c679c62c52cb2aa078b10","","success",""
"Artifact","","天之美赐","天之美赐","Plume","10759","https://wiki.hoyolab.com/pc/genshin/entry/10759?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/5ff646e4e9ff8f839490360edda862a2_2352330875956559301.png","Artifacts/天之美赐_10759/Plume/天之美赐_Plume_10759.png","png","image/png","256","256","62562","583201b3342cb1015283ae2a12e18c502d89e4de71479ad5de898038fabb9da3","","success",""
"Artifact","","天之美赐","天之美赐","Sands","10759","https://wiki.hoyolab.com/pc/genshin/entry/10759?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/b0a4185de908e04f9aa2c7abc7fa4941_4373162066960384781.png","Artifacts/天之美赐_10759/Sands/天之美赐_Sands_10759.png","png","image/png","256","256","57097","9ba5029ed3aa8e478b9608d13264bb1327535a4199e331fdb5213556aeb362ad","","success",""
"Artifact","","天之美赐","天之美赐","Goblet","10759","https://wiki.hoyolab.com/pc/genshin/entry/10759?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/ab4ca8789b216de5357f3686bcea2ef2_2359084499295082871.png","Artifacts/天之美赐_10759/Goblet/天之美赐_Goblet_10759.png","png","image/png","256","256","44219","e247297a1b299c79121bd60ba76a5eb6764ddf732b68c5e4d36ad480d79e2e84","","success",""
"Artifact","","天之美赐","天之美赐","Circlet","10759","https://wiki.hoyolab.com/pc/genshin/entry/10759?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/15/3dca399ac764602bd9ed4203e5897f54_8932222630076743991.png","Artifacts/天之美赐_10759/Circlet/天之美赐_Circlet_10759.png","png","image/png","256","256","65735","227031238efe317b5c9b834655c1b37bd20079dc9857cfecf14f8b44d825fd2c","","success",""
"Artifact","","风起之日","风起之日","Flower","9152","https://wiki.hoyolab.com/pc/genshin/entry/9152?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/0a7dc60bbf7ab92f1ca0e5b9f9243d1c_7442660727018953388.png","Artifacts/风起之日_9152/Flower/风起之日_Flower_9152.png","png","image/png","256","256","56004","e7778677ddd2968c5018e5f9878c37d37f5b50f2d2ea98c75eafe009fd804f78","","success",""
"Artifact","","风起之日","风起之日","Plume","9152","https://wiki.hoyolab.com/pc/genshin/entry/9152?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/7c4a7aca9f8325c6663239bbfa452ded_4271064323680356779.png","Artifacts/风起之日_9152/Plume/风起之日_Plume_9152.png","png","image/png","256","256","60624","d854685863527cd87649443c3a897d27c3c97dad33ef516f67f7604ce982d3fa","","success",""
"Artifact","","风起之日","风起之日","Sands","9152","https://wiki.hoyolab.com/pc/genshin/entry/9152?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/1aae7ed000fa89733c1e87117664f999_2134654613924172519.png","Artifacts/风起之日_9152/Sands/风起之日_Sands_9152.png","png","image/png","256","256","55706","faf029ddf1b9bffde7f6701b21977d0a6e846b1de6b4a30b4ae2fe44c8aac555","","success",""
"Artifact","","风起之日","风起之日","Goblet","9152","https://wiki.hoyolab.com/pc/genshin/entry/9152?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/1a94746531a931ca6745c9fa4f011aed_8164135404258058216.png","Artifacts/风起之日_9152/Goblet/风起之日_Goblet_9152.png","png","image/png","256","256","44654","c727c72b8e852ac0db0f4fc6c6b6e649d3a6189bb8ef0b27163ab8fad8bbf0b5","","success",""
"Artifact","","风起之日","风起之日","Circlet","9152","https://wiki.hoyolab.com/pc/genshin/entry/9152?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/8683a419d705e1fa6afe561017471bb7_7415561023225182014.png","Artifacts/风起之日_9152/Circlet/风起之日_Circlet_9152.png","png","image/png","256","256","59321","67dda87f294d68922721fd1c05ac38df81df6d3118fcf5122d81a40c9a4a1d1d","","success",""
"Artifact","","晨星与月的晓歌","晨星与月的晓歌","Flower","9151","https://wiki.hoyolab.com/pc/genshin/entry/9151?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/38f65c1a90f86c32fd7aae63e71a28f3_6290798225822963040.png","Artifacts/晨星与月的晓歌_9151/Flower/晨星与月的晓歌_Flower_9151.png","png","image/png","256","256","63828","0f9ec5464e1db971fe279afa4476111a86d1eed60513c0437cbbaf7a29951243","","success",""
"Artifact","","晨星与月的晓歌","晨星与月的晓歌","Plume","9151","https://wiki.hoyolab.com/pc/genshin/entry/9151?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/ef58ecfcb8906792c3a9b07c92586934_3343384077195352394.png","Artifacts/晨星与月的晓歌_9151/Plume/晨星与月的晓歌_Plume_9151.png","png","image/png","256","256","63282","fd174b4cf531cfcc1a8ab89cb1c237cddabdf930df6cec46678206353ea2d267","","success",""
"Artifact","","晨星与月的晓歌","晨星与月的晓歌","Sands","9151","https://wiki.hoyolab.com/pc/genshin/entry/9151?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/c7d1810c3806c2b48610e279dece177f_1563490298516630940.png","Artifacts/晨星与月的晓歌_9151/Sands/晨星与月的晓歌_Sands_9151.png","png","image/png","256","256","52407","6e8aebec35070e1bf05f25bcd8c36d6c10a408a959c5e65333cc5437624bfaa8","","success",""
"Artifact","","晨星与月的晓歌","晨星与月的晓歌","Goblet","9151","https://wiki.hoyolab.com/pc/genshin/entry/9151?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/64b42ee6b041482f631a62b2f209d0dd_7013981680230969021.png","Artifacts/晨星与月的晓歌_9151/Goblet/晨星与月的晓歌_Goblet_9151.png","png","image/png","256","256","41598","3935c0b2068a7a76c653ea22416f8502881e91952f4a609f76f8e3818ce38cb5","","success",""
"Artifact","","晨星与月的晓歌","晨星与月的晓歌","Circlet","9151","https://wiki.hoyolab.com/pc/genshin/entry/9151?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/12/a5234f105846c8169e8eed65a1d96043_8351982883712417192.png","Artifacts/晨星与月的晓歌_9151/Circlet/晨星与月的晓歌_Circlet_9151.png","png","image/png","256","256","56385","91e4d38b3c23f04f889c506a25d334da1c00951ccd159c32908d0929fbeb8528","","success",""
"Artifact","","纺月的夜歌","纺月的夜歌","Flower","8521","https://wiki.hoyolab.com/pc/genshin/entry/8521?lang=zh-cn","https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2025/09/01/cf017c10098946f6d3d19a6b2c49bd53_7064122714444153592.png","Artifacts/纺月的夜歌_8521/Flower/纺月的夜歌_Flower_8521.png","png","image/png","256","256","37602","3c0a16e9a995d996fcba3cc1aa18e85d44d06ee91e3fc4c7e1b5769560de6fb0","","success",""
